"CTDID","Region","Year","Mission","Location","Latitude","Longitude","UTCDate","UTCTime","Sample_Depth_m","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","SiteID","Survey_design","Sample_frequency","bottle_id","sample_num","bottle_name","deployment_id","project_code","collected_date","collected_time","collected_timezone","calc_avg_dic","dic_machine","calc_avg_ta","calc_avg_ta_temp","UTCDate_Time","datetime","ESTDate","ESTTime","Month","Months","MY","MoY","ToD","Season","Precipitation","dec.lon","dec.lat","Zone","Sub_region","Reference","Transect","Extreme","BestSalinity","n35TA","n35DIC","TA_0","DIC_0","nTA","nDIC","Date"
"WS16130_7","FL",2016,"WaltonSmith","Upper_Keys",25.106715,-80.3809833333333,16-05-09,"09:16:00 PM",0,1865.3274106429,2289.94185717864,NA,8.19172815894385,251.285559841528,4.56829592468025,37.130532639719,"",36.854,26.343,"4","Permanent","Single",15709,6719,"7B",534,"Walton Smith","05/09/16","09:16:00 PM","12:00:00 AM",1914.05,"Apollo",2337.3,24.8,2016-05-09 21:16:00,2016-05-09 16:16:00,2016-05-09,"16:16:00","May","May","2016-05",5,16.2666666666667,"Spring","Wet",-80.38,25.10833333,"Inshore","UK","UK_3","T1","Normal",37.130532639719,2220.69615395037,1808.92165173858,2130.95872465201,1796.28929350024,2285.13435572234,1863.23976245388,2016-05-09
"WS16130_8","FL",2016,"WaltonSmith","Upper_Keys",25.09347,-80.3545,16-05-09,"09:31:00 PM",0,1922.75374996724,2349.70063531111,NA,8.19027778032592,260.537367238178,4.66025799555375,36.7494843074658,"",36.626,26.246,"5","Permanent","Single",15710,6720,"8B",534,"Walton Smith","05/09/16","09:31:00 PM","12:00:00 AM",1972.25,"Apollo",2397.7,25.05,2016-05-09 21:31:00,2016-05-09 16:31:00,2016-05-09,"16:31:00","May","May","2016-05",5,16.5166666666667,"Spring","Wet",-80.355,25.09333333,"Inshore","UK","UK_3","T1","Normal",36.7494843074658,2302.27474392519,1883.94526979856,2130.95872465201,1796.28929350024,2345.28559199003,1920.2012164715,2016-05-09
"WS16130_9","FL",2016,"WaltonSmith","Upper_Keys",25.0797216666667,-80.3341216666667,16-05-09,"09:47:00 PM",0,1986.15424487442,2394.52567587238,NA,8.15911176901653,292.174067083615,4.4998101121634,36.7403171907066,"",36.62,26.078,"5.5","Permanent","Single",15711,6721,"9B",534,"Walton Smith","05/09/16","09:47:00 PM","12:00:00 AM",2037.15,"Apollo",2443.65,25,2016-05-09 21:47:00,2016-05-09 16:47:00,2016-05-09,"16:47:00","May","May","2016-05",5,16.7833333333333,"Spring","Wet",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","Normal",36.7403171907066,2346.78044645597,1946.55166677997,2130.95872465201,1796.28929350024,2389.27032836059,1982.36846560597,2016-05-09
"WS16130_10","FL",2016,"WaltonSmith","Upper_Keys",25.06494,-80.3145066666667,16-05-09,"09:58:00 PM",0,2051.58872619975,2398.42754429477,NA,8.07382426859599,377.066603248623,3.8838559942987,36.4469445953128,"",36.406,25.947,"6","Permanent","Single",15712,6722,"10B",534,"Walton Smith","05/09/16","09:58:00 PM","12:00:00 AM",2103.75,"Apollo",2447.3,24.75,2016-05-09 21:58:00,2016-05-09 16:58:00,2016-05-09,"16:58:00","May","May","2016-05",5,16.9666666666667,"Spring","Wet",-80.315,25.065,"Offshore","UK","UK_3","T1","Normal",36.4469445953128,2369.52524833992,2026.8660179056,2130.95872465201,1796.28929350024,2395.20440628404,2048.51223561385,2016-05-09
"WS16130_11","FL",2016,"WaltonSmith","Upper_Keys",25.0485583333333,-80.2871883333333,16-05-09,"10:13:00 PM",0,2046.68395557818,2395.83482106448,NA,8.07145773885419,378.547229089251,3.91197983641326,36.5032653904278,"",36.411,26.32,"6.5","Permanent","Single",15713,6723,"11B",534,"Walton Smith","05/09/16","10:13:00 PM","12:00:00 AM",2098.75,"Apollo",2444.6,24.95,2016-05-09 22:13:00,2016-05-09 17:13:00,2016-05-09,"17:13:00","May","May","2016-05",5,17.2166666666667,"Spring","Wet",-80.28766667,25.04833333,"Oceanic","UK","UK_3","T1","Normal",36.5032653904278,2363.31178640452,2018.90058226713,2130.95872465201,1796.28929350024,2392.23917482523,2043.28489225302,2016-05-09
"WS16130_12","FL",2016,"WaltonSmith","Upper_Keys",25.0046733333333,-80.3764683333333,16-05-09,"10:59:00 PM",0,2049.87107226189,2392.39262795503,NA,8.06669622676927,383.579470567777,3.83272778625101,36.5255312624217,"",36.4491,25.9789,"MR","Permanent","Single",15714,6724,"12B",534,"Walton Smith","05/09/16","10:59:00 PM","12:00:00 AM",2102.05,"Apollo",2441.15,24.9,2016-05-09 22:59:00,2016-05-09 17:59:00,2016-05-09,"17:59:00","May","May","2016-05",5,17.9833333333333,"Spring","Wet",-80.38,25.01,"Offshore","UK","UK_3","T1","Normal",36.5255312624217,2358.47772140511,2020.81180120295,2130.95872465201,1796.28929350024,2388.68650284166,2046.27626001035,2016-05-09
"WS16130_13","FL",2016,"WaltonSmith","Upper_Keys",24.8987383333333,-80.5289716666667,16-05-10,"12:51:00 AM",0,2053.92045682487,2394.22199369755,NA,8.06027513006746,390.757925800146,3.81374619188813,36.5504163207642,"",36.411,26.138,"UK_OFF","Permanent","Single",15715,6725,"13B",534,"Walton Smith","05/10/16","12:51:00 AM","12:00:00 AM",2106.3,"Apollo",2442.85,25.2,2016-05-10 00:51:00,2016-05-09 19:51:00,2016-05-09,"19:51:00","May","May","2016-05",5,19.85,"Spring","Wet",-80.529497,24.898193,"Offshore","UK","UK_4","T2","Normal",36.5504163207642,2358.67417526426,2023.42520965572,2130.95872465201,1796.28929350024,2390.3132354818,2050.09532037523,2016-05-09
"WS16130_14","FL",2016,"WaltonSmith","Upper_Keys",24.91979,-80.5465,16-05-10,"01:02:00 AM",0,1997.62406095711,2392.12712433901,NA,8.13710577029486,311.381291029672,4.36317014162133,36.7046093171077,"",36.61,26.287,"UK_MID","Permanent","Single",15716,6726,"14B",534,"Walton Smith","05/10/16","01:02:00 AM","12:00:00 AM",2048.85,"Apollo",2440.65,25.65,2016-05-10 01:02:00,2016-05-09 20:02:00,2016-05-09,"20:02:00","May","May","2016-05",5,20.0333333333333,"Spring","Wet",-80.546176,24.920702,"Mid channel","UK","UK_4","T2","Normal",36.7046093171077,2346.71048574773,1959.69741019736,2130.95872465201,1796.28929350024,2387.16861243579,1993.80154321697,2016-05-09
"WS16130_15","FL",2016,"WaltonSmith","Upper_Keys",24.93398,-80.5828083333333,16-05-10,"01:13:00 AM",0,1907.2185677075,2349.9526530498,NA,8.21014184737661,244.812994838128,4.802033379307,37.0113819820046,"",36.914,26.148,"UK_IN","Permanent","Single",15717,6727,"15B",534,"Walton Smith","05/10/16","01:13:00 AM","12:00:00 AM",1956.65,"Apollo",2398.35,25.15,2016-05-10 01:13:00,2016-05-09 20:13:00,2016-05-09,"20:13:00","May","May","2016-05",5,20.2166666666667,"Spring","Wet",-80.569852,24.939806,"Inshore","UK","UK_4","T2","Normal",37.0113819820046,2286.22871212179,1855.50029875103,2130.95872465201,1796.28929350024,2344.01416908132,1904.21048560525,2016-05-09
"WS16130_16","FL",2016,"WaltonSmith","Middle_Keys",24.8176583333333,-80.7558033333333,16-05-10,"02:38:00 AM",0,1881.70741310887,2311.67240599668,NA,8.19788453837216,249.095155324309,4.61545530927872,37.3609551119017,"",36.4491,25.9789,"7","Permanent","Single",15719,6729,"16B",534,"Walton Smith","05/10/16","02:38:00 AM","12:00:00 AM",1931,"Apollo",2364.25,24.4,2016-05-10 02:38:00,2016-05-09 21:38:00,2016-05-09,"21:38:00","May","May","2016-05",5,21.6333333333333,"Spring","Wet",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",37.3609551119017,2227.94355042362,1813.55190464918,2130.95872465201,1796.28929350024,2305.12695012407,1878.6135658226,2016-05-09
"WS16130_17","FL",2016,"WaltonSmith","Middle_Keys",24.7926633333333,-80.74181,16-05-10,"03:04:00 AM",0,1955.46270704893,2366.1484462121,NA,8.16523738548396,282.606292851927,4.4807552040206,37.0545913877151,"",36.876,25.959,"8","Permanent","Single",15720,6730,"17B",534,"Walton Smith","05/10/16","03:04:00 AM","12:00:00 AM",2006.4,"Apollo",2419.45,24.55,2016-05-10 03:04:00,2016-05-09 22:04:00,2016-05-09,"22:04:00","May","May","2016-05",5,22.0666666666667,"Spring","Wet",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","Normal",37.0545913877151,2299.3009740819,1900.21776287801,2130.95872465201,1796.28929350024,2359.50396100135,1950.96580393066,2016-05-09
"WS16130_18","FL",2016,"WaltonSmith","Middle_Keys",24.76304,-80.7232083333333,16-05-10,"03:19:00 AM",0,2048.2039741641,2404.22451947958,NA,8.08497914573181,365.700205025314,3.97941839834879,36.5229117624535,"",36.454,26.011,"9","Permanent","Single",15721,6731,"18B",534,"Walton Smith","05/10/16","03:19:00 AM","12:00:00 AM",2100.4,"Apollo",2457.55,24.5,2016-05-10 03:19:00,2016-05-09 22:19:00,2016-05-09,"22:19:00","May","May","2016-05",5,22.3166666666667,"Spring","Wet",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","Normal",36.5229117624535,2370.31187386667,2019.3131551262,2130.95872465201,1796.28929350024,2400.36998510351,2044.65060665586,2016-05-09
"WS16130_19","FL",2016,"WaltonSmith","Middle_Keys",24.7170466666667,-80.6902533333333,16-05-10,"04:06:00 AM",0,2051.40482567208,2403.37176244942,NA,8.07654238893195,374.358415092096,3.94027040062663,36.5360092239305,"",36.4505,26.1616,"9.5","Permanent","Single",15722,6732,"19B",534,"Walton Smith","05/10/16","04:06:00 AM","12:00:00 AM",2103.7,"Apollo",2456.7,24.5,2016-05-10 04:06:00,2016-05-09 23:06:00,2016-05-09,"23:06:00","May","May","2016-05",5,23.1,"Spring","Wet",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","Normal",36.5360092239305,2368.62173520073,2021.74384075748,2130.95872465201,1796.28929350024,2399.43297918074,2047.71614469769,2016-05-09
"WS16130_20","FL",2016,"WaltonSmith","Middle_Keys",24.7131533333333,-80.8321116666667,16-05-10,"05:12:00 AM",0,2045.76519838996,2401.97257140144,NA,8.08483860169449,365.337866872839,3.97834312292926,36.5622038590985,"",36.4645,26.0311,"12","Permanent","Single",15723,6733,"20B",534,"Walton Smith","05/10/16","05:12:00 AM","12:00:00 AM",2097.9,"Apollo",2455.35,24.45,2016-05-10 05:12:00,2016-05-10 00:12:00,2016-05-10,"00:12:00","May","May","2016-05",5,0.2,"Spring","Wet",-80.83166667,24.71333333,"Offshore","MK","MK_6","T2","Normal",36.5622038590985,2365.54678681646,2014.74127941801,2130.95872465201,1796.28929350024,2397.86266102245,2041.98190973844,2016-05-10
"WS16130_21","FL",2016,"WaltonSmith","Middle_Keys",24.7524151666667,-80.8465383333333,16-05-10,"05:40:00 AM",0,1998.05954579107,2369.31234397795,NA,8.10751682252172,336.004233584345,4.09414089923634,36.8987707094778,"",36.768,26.1,"11","Permanent","Single",15728,6738,"24B",534,"Walton Smith","05/10/16","05:40:00 AM","12:00:00 AM",2043.1,"Apollo",2422.45,24.5,2016-05-10 05:40:00,2016-05-10 00:40:00,2016-05-10,"00:40:00","May","May","2016-05",5,0.666666666666667,"Spring","Wet",-80.84666667,24.75333333,"Mid channel","MK","MK_6","T2","Normal",36.8987707094778,2312.09824175069,1949.81044794646,2130.95872465201,1796.28929350024,2363.55658603535,1993.18720218879,2016-05-10
"WS16130_22","FL",2016,"WaltonSmith","Middle_Keys",24.787265,-80.8598373333333,16-05-10,"05:55:00 AM",0,1886.91376278749,2312.29638929402,NA,8.19475047155618,251.810922625082,4.56049603988543,37.4067741794055,"",37.331,25.722,"10","Permanent","Single",15726,6736,"22B",534,"Walton Smith","05/10/16","05:55:00 AM","12:00:00 AM",1930.15,"Apollo",2364.9,24.5,2016-05-10 05:55:00,2016-05-10 00:55:00,2016-05-10,"00:55:00","May","May","2016-05",5,0.916666666666667,"Spring","Wet",-80.86,24.78833333,"Inshore","MK","MK_6","T2","Normal",37.4067741794055,2225.81521753906,1816.34213798975,2130.95872465201,1796.28929350024,2305.51425972181,1883.52435720353,2016-05-10
"WS16130_23","FL",2016,"WaltonSmith","Middle_Keys",24.7017066666667,-81.0295975,16-05-10,"07:19:00 AM",0,1861.8660582747,2251.5167585822,NA,8.15951638409178,273.173491929921,4.17914790724609,37.0166195417823,"",36.895,25.711,"13","Permanent","Single",15727,6737,"23B",534,"Walton Smith","05/10/16","07:19:00 AM","12:00:00 AM",1903.75,"Apollo",2301.85,24.6,2016-05-10 07:19:00,2016-05-10 02:19:00,2016-05-10,"02:19:00","May","May","2016-05",5,2.31666666666667,"Spring","Wet",-81.03,24.70166667,"Inshore","MK","MK_7","T3","Normal",37.0166195417823,2190.15218220004,1811.12132297089,2130.95872465201,1796.28929350024,2248.23097682935,1860.0787784885,2016-05-10
"WS16130_24","FL",2016,"WaltonSmith","Middle_Keys",24.6756875,-81.0234711666667,16-05-10,"07:31:00 AM",0,1896.43548894576,2271.15967867602,NA,8.13007552871425,300.197846327899,4.03394633522992,37.239201525021,"",37.024,25.778,"14","Permanent","Single",15725,6735,"21B",534,"Walton Smith","05/10/16","07:31:00 AM","12:00:00 AM",1939.5,"Apollo",2322.4,24.55,2016-05-10 07:31:00,2016-05-10 02:31:00,2016-05-10,"02:31:00","May","May","2016-05",5,2.51666666666667,"Spring","Wet",-81.02333333,24.675,"Mid channel","MK","MK_7","T3","Normal",37.239201525021,2196.05479918509,1833.72234719844,2130.95872465201,1796.28929350024,2266.52337949576,1893.12375881466,2016-05-10
"WS16130_25","FL",2016,"WaltonSmith","Middle_Keys",24.6441826666667,-81.0167946666667,16-05-10,"07:46:00 AM",0,2048.31589113709,2373.9302304869,NA,8.03992443524812,410.522028916513,3.65219325044525,36.5477968572465,"",36.452,26.17,"15","Permanent","Single",15676,6686,"1U",534,"Walton Smith","05/10/16","07:46:00 AM","12:00:00 AM",2100.45,"Apollo",2434.8,24.3,2016-05-10 07:46:00,2016-05-10 02:46:00,2016-05-10,"02:46:00","May","May","2016-05",5,2.76666666666667,"Spring","Wet",-81.01666667,24.64333333,"Offshore","MK","MK_7","T3","Normal",36.5477968572465,2338.85130944627,2018.04848458541,2130.95872465201,1796.28929350024,2370.33990666068,2044.59176268331,2016-05-10
"WS16130_26","FL",2016,"WaltonSmith","Middle_Keys",24.5923133333333,-80.99172,16-05-10,"08:16:00 AM",0,2059.21404497557,2383.5056289798,NA,8.0418404483242,410.530289397329,3.63859812787186,36.5133952727972,"",36.405,25.832,"15.5","Permanent","Single",15677,6687,"2U",534,"Walton Smith","05/10/16","08:16:00 AM","12:00:00 AM",2111.5,"Apollo",2444.55,24.3,2016-05-10 08:16:00,2016-05-10 03:16:00,2016-05-10,"03:16:00","May","May","2016-05",5,3.26666666666667,"Spring","Wet",-80.99166667,24.59166667,"Oceanic","MK","MK_7","T3","Normal",36.5133952727972,2350.49768325145,2030.69704689795,2130.95872465201,1796.28929350024,2380.00823656312,2055.57293508188,2016-05-10
"WS16130_27","FL",2016,"WaltonSmith","Middle_Keys",24.5983435,-81.1835666666667,16-05-10,"09:35:00 AM",0,2043.77642910533,2365.65647425313,NA,8.03647724650067,413.208842599603,3.60827009651563,36.5320799955582,"",36.464,26.1,"18","Permanent","Single",15678,6688,"3U",534,"Walton Smith","05/10/16","09:35:00 AM","12:00:00 AM",2095.65,"Apollo",2426.4,24.15,2016-05-10 09:35:00,2016-05-10 04:35:00,2016-05-10,"04:35:00","May","May","2016-05",5,4.58333333333333,"Spring","Wet",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","Normal",36.5320799955582,2331.702527859,2014.44238332536,2130.95872465201,1796.28929350024,2362.28788929774,2040.22427982794,2016-05-10
"WS16130_28","FL",2016,"WaltonSmith","Middle_Keys",24.6363633333333,-81.1936783333333,16-05-10,"10:02:00 AM",0,1859.23819555728,2194.91009650037,NA,8.09001422700683,327.189399675272,3.61499592034513,36.7560322191372,"",36.67,25.678,"17","Permanent","Single",15679,6689,"4U",534,"Walton Smith","05/10/16","10:02:00 AM","12:00:00 AM",1906.9,"Apollo",2251.7,24.3,2016-05-10 10:02:00,2016-05-10 05:02:00,2016-05-10,"05:02:00","May","May","2016-05",5,5.03333333333333,"Spring","Wet",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","Normal",36.7560322191372,2150.22534600402,1821.38717149292,2130.95872465201,1796.28929350024,2193.60815201549,1857.95665970443,2016-05-10
"WS16130_29","FL",2016,"WaltonSmith","Middle_Keys",24.6719766666667,-81.1835666666667,16-05-10,"10:25:00 AM",0,1749.89658158276,2118.04078579263,NA,8.15460498347498,261.08297951014,3.91243964977572,36.2976204310149,"",36.464,26.1,"16","Permanent","Single",15680,6690,"5U",534,"Walton Smith","05/10/16","10:25:00 AM","12:00:00 AM",1794.25,"Apollo",2172.15,24.35,2016-05-10 10:25:00,2016-05-10 05:25:00,2016-05-10,"05:25:00","May","May","2016-05",5,5.41666666666667,"Spring","Wet",-81.205,24.675,"Inshore","LK","LK_8","T1","Normal",36.2976204310149,2101.12566708065,1735.92153983205,2130.95872465201,1796.28929350024,2118.1439511664,1750.26708352716,2016-05-10
"WS16130_30","FL",2016,"WaltonSmith","Lower_Keys",24.60925,-81.4193583333333,16-05-10,"12:00:00 PM",0,1861.4974595728,2212.68347792848,NA,8.1137221697962,307.977206767599,3.77379605763208,36.8162718772047,"",36.742,25.49,"19","Permanent","Single",15681,6691,"6U",534,"Walton Smith","05/10/16","12:00:00 PM","12:00:00 AM",1909.3,"Apollo",2270.05,24.25,2016-05-10 12:00:00,2016-05-10 07:00:00,2016-05-10,"07:00:00","May","May","2016-05",5,7,"Spring","Wet",-81.42166667,24.61,"Inshore","LK","LK_9","T2","Normal",36.8162718772047,2164.09015175136,1820.61662228486,2130.95872465201,1796.28929350024,2210.88869904017,1860.06540581772,2016-05-10
"WS16130_31","FL",2016,"WaltonSmith","Lower_Keys",24.5506683333333,-81.430485,16-05-10,"12:18:00 PM",0,1939.65051473678,2270.39504462162,NA,8.06919197264311,360.250386580485,3.62158095648654,36.6888938666797,"",36.586,25.75,"20","Permanent","Single",15682,6692,"7U",534,"Walton Smith","05/10/16","12:18:00 PM","12:00:00 AM",1989.2,"Apollo",2329.05,24.15,2016-05-10 12:18:00,2016-05-10 07:18:00,2016-05-10,"07:18:00","May","May","2016-05",5,7.3,"Spring","Wet",-81.41833333,24.575,"Mid channel","LK","LK_9","T2","Normal",36.6888938666797,2228.24364178656,1903.639605358,2130.95872465201,1796.28929350024,2267.80631606233,1936.98891775982,2016-05-10
"WS16130_32","FL",2016,"WaltonSmith","Lower_Keys",24.5386783333333,-81.41529,16-05-10,"01:10:00 PM",0,2053.88584114048,2377.42845514869,NA,8.03462741819603,417.116072826015,3.63063392264282,36.6237597405615,"",36.478,26.206,"21LK","Permanent","Single",15683,6693,"8U",534,"Walton Smith","05/10/16","01:10:00 PM","12:00:00 AM",2106.15,"Apollo",2438.45,24.4,2016-05-10 13:10:00,2016-05-10 08:10:00,2016-05-10,"08:10:00","May","May","2016-05",5,8.16666666666667,"Spring","Wet",-81.42,24.54,"Offshore","LK","LK_9","T2","Normal",36.6237597405615,2337.43958314168,2019.33902740124,2130.95872465201,1796.28929350024,2373.28277981403,2049.55301028253,2016-05-10
"WS16130_33","FL",2016,"WaltonSmith","Lower_Keys",24.4510166666667,-81.3616583333333,16-05-10,"01:59:00 PM",0,2051.27635312685,2381.64423133652,NA,8.04240422223402,408.834433744345,3.71537474365911,36.4862383601807,"",36.358,26.476,"21.5","Permanent","Single",15684,6694,"9U",534,"Walton Smith","05/10/16","01:59:00 PM","12:00:00 AM",2103.2,"Apollo",2442.45,24.5,2016-05-10 13:59:00,2016-05-10 08:59:00,2016-05-10,"08:59:00","May","May","2016-05",5,8.98333333333333,"Spring","Wet",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","Normal",36.4862383601807,2350.41018554422,2024.37491306153,2130.95872465201,1796.28929350024,2378.35661915153,2047.93232827543,2016-05-10
"WS16130_34","FL",2016,"WaltonSmith","Lower_Keys",24.4773333333333,-81.7191166666667,16-05-10,"04:06:00 PM",0,2053.85991642914,2378.50168148672,NA,8.03566480589803,416.168161751802,3.64687566286466,36.5684041495027,"",36.493,26.287,"WS","Permanent","Single",15685,6695,"10U",534,"Walton Smith","05/10/16","04:06:00 PM","12:00:00 AM",2106.1,"Apollo",2439.45,24.4,2016-05-10 16:06:00,2016-05-10 11:06:00,2016-05-10,"11:06:00","May","May","2016-05",5,11.1,"Spring","Wet",-81.717,24.478,"Offshore","LK","LK_10","T3","Normal",36.5684041495027,2342.03466483985,2022.37028396609,2130.95872465201,1796.28929350024,2374.7063706833,2049.91086217065,2016-05-10
"WS16130_35","FL",2016,"WaltonSmith","Lower_Keys",24.3968166666667,-81.8328983333333,16-05-10,"05:31:00 PM",0,2054.88939729256,2383.52840821363,NA,8.04313184892497,408.657021278258,3.69373681898764,36.4770698921826,"",36.38,26.234,"22.5","Permanent","Single",15686,6696,"11U",534,"Walton Smith","05/10/16","05:31:00 PM","12:00:00 AM",2106.95,"Apollo",2444.4,24.45,2016-05-10 17:31:00,2016-05-10 12:31:00,2016-05-10,"12:31:00","May","May","2016-05",5,12.5166666666667,"Spring","Wet",-81.82833333,24.39666667,"Oceanic","LK","LK_10","T3","Normal",36.4770698921826,2352.86089257616,2028.45029444504,2130.95872465201,1796.28929350024,2380.27873655313,2051.56213561631,2016-05-10
"WS16130_36","FL",2016,"WaltonSmith","Lower_Keys",24.4550283333333,-81.828555,16-05-10,"05:57:00 PM",0,2050.69784829188,2375.74075548419,NA,8.03855448946651,412.547528455707,3.65052382792713,36.505536723729,"",36.454,26.216,"22","Permanent","Single",15687,6697,"12U",534,"Walton Smith","05/10/16","05:57:00 PM","12:00:00 AM",2102.7,"Apollo",2436.4,24.55,2016-05-10 17:57:00,2016-05-10 12:57:00,2016-05-10,"12:57:00","May","May","2016-05",5,12.95,"Spring","Wet",-81.82833333,24.455,"Offshore","LK","LK_10","T3","Normal",36.505536723729,2343.34468488235,2022.73412703023,2130.95872465201,1796.28929350024,2372.40285932082,2047.22868294473,2016-05-10
"WS16130_37","FL",2016,"WaltonSmith","Lower_Keys",24.4868183333333,-81.8282383333333,16-05-10,"06:11:00 PM",0,2025.43709290219,2354.3207844478,NA,8.04375044917244,401.98930300983,3.67451123641502,36.6286500243885,"",36.635,26.399,"23","Permanent","Single",15689,6699,"13U",534,"Walton Smith","05/10/16","06:11:00 PM","12:00:00 AM",2077.05,"Apollo",2414.85,24.3,2016-05-10 18:11:00,2016-05-10 13:11:00,2016-05-10,"13:11:00","May","May","2016-05",5,13.1833333333333,"Spring","Wet",-81.82833333,24.48666667,"Mid channel","LK","LK_10","T3","Normal",36.6286500243885,2314.41155068018,1991.10292614114,2130.95872465201,1796.28929350024,2350.53446581268,2021.55269738817,2016-05-10
"WS16130_38","FL",2016,"WaltonSmith","Lower_Keys",24.5368,-81.8282833333333,16-05-10,"06:30:00 PM",0,1911.79175467027,2269.45427606086,NA,8.09761066636121,329.613347621184,3.88265609284791,37.1062664776585,"",37.019,26.339,"24","Permanent","Single",15691,6701,"14U",534,"Walton Smith","05/10/16","06:30:00 PM","12:00:00 AM",1961.3,"Apollo",2314.9,24.85,2016-05-10 18:30:00,2016-05-10 13:30:00,2016-05-10,"13:30:00","May","May","2016-05",5,13.5,"Spring","Wet",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","Normal",37.1062664776585,2202.26736047587,1855.19339417804,2130.95872465201,1796.28929350024,2265.35413224234,1908.37231846909,2016-05-10
"WS16207_1","FL",2016,"WaltonSmith","Upper_Keys",25.6447666666667,-80.1246,16-07-25,"04:06:00 PM",0,2033.88269174824,2390.20723807277,NA,8.03043017166181,419.995250936435,4.08078275818465,36.3850346518492,"",36.337,29.929,"1","Permanent","Single",15874,6884,"1Z",534,"Walton Smith","07/25/16","04:06:00 PM","12:00:00 AM",2084.2,"Apollo",2456.5,24.5,2016-07-25 16:06:00,2016-07-25 11:06:00,2016-07-25,"11:06:00","Jul","July","2016-07",7,11.1,"Summer","Wet",-80.12666667,25.645,"Inshore","BB","BB_1","T1","Normal",36.3850346518492,2365.42198235439,2012.79234367582,2130.95872465201,1796.28929350024,2387.51896042161,2031.41896682984,2016-07-25
"WS16207_2","FL",2016,"WaltonSmith","Upper_Keys",25.6416166666667,-80.10465,16-07-25,"04:17:00 PM",0,2044.90724633574,2392.21044960654,NA,8.02277952005584,430.496411284084,3.97721803318005,36.3811051000146,"",36.28,29.51,"2","Permanent","Single",15875,6885,"2Z",534,"Walton Smith","07/25/16","04:17:00 PM","12:00:00 AM",2095.55,"Apollo",2458.4,24.7,2016-07-25 16:17:00,2016-07-25 11:17:00,2016-07-25,"11:17:00","Jul","July","2016-07",7,11.2833333333333,"Summer","Wet",-80.105,25.64166667,"Mid channel","BB","BB_1","T1","Normal",36.3811051000146,2367.66012680206,2023.92116084689,2130.95872465201,1796.28929350024,2389.52932505,2042.35577725487,2016-07-25
"WS16207_3","FL",2016,"WaltonSmith","Upper_Keys",25.6462666666667,-80.0834333333333,16-07-25,"04:40:00 PM",0,2044.08231747996,2385.66288904666,NA,8.02116798773228,432.098972966869,3.90825545435823,36.3054799074394,"",36.227,29.162,"3","Permanent","Single",15876,6886,"3Z",534,"Walton Smith","07/25/16","04:40:00 PM","12:00:00 AM",2094.65,"Apollo",2451.7,24.5,2016-07-25 16:40:00,2016-07-25 11:40:00,2016-07-25,"11:40:00","Jul","July","2016-07",7,11.6666666666667,"Summer","Wet",-80.08333333,25.645,"Offshore","BB","BB_1","T1","Normal",36.3054799074394,2366.09815584257,2027.31887392206,2130.95872465201,1796.28929350024,2383.57406960564,2042.05017604612,2016-07-25
"WS16207_4","FL",2016,"WaltonSmith","Upper_Keys",25.3353166666667,-80.22415,16-07-25,"07:16:00 PM",0,2000.17316072856,2329.6162615683,NA,7.98661236983136,461.891377623251,3.76314398241068,36.6551917128548,"",36.547,30.518,"EK_IN","Permanent","Single",15877,6887,"4Z",534,"Walton Smith","07/25/16","07:16:00 PM","12:00:00 AM",2050.5,"Apollo",2394.9,24.5,2016-07-25 19:16:00,2016-07-25 14:16:00,2016-07-25,"14:16:00","Jul","July","2016-07",7,14.2666666666667,"Summer","Wet",-80.227501,25.336306,"Inshore","BB","BB_2","T2","Normal",36.6551917128548,2288.46754703993,1964.84349903453,2130.95872465201,1796.28929350024,2326.10731358818,1996.57189850013,2016-07-25
"WS16207_5","FL",2016,"WaltonSmith","Upper_Keys",25.3136,-80.1945166666667,16-07-25,"07:34:00 PM",0,2044.43367069114,2387.49824262741,NA,8.0164965175666,437.554123075632,3.93501202867508,36.3260904703222,"",36.277,29.591,"EK_MID","Permanent","Single",15878,6888,"5Z",534,"Walton Smith","07/25/16","07:34:00 PM","12:00:00 AM",2095.35,"Apollo",2453.4,24.8,2016-07-25 19:34:00,2016-07-25 14:34:00,2016-07-25,"14:34:00","Jul","July","2016-07",7,14.5666666666667,"Summer","Wet",-80.1946,25.314483,"Mid channel","BB","BB_2","T2","Normal",36.3260904703222,2366.57495693805,2026.51689529794,2130.95872465201,1796.28929350024,2385.25001076304,2042.25901120722,2016-07-25
